Houston Association of REALTORS,,,,,,MLS Summary Report,,,,,
Area: 23,,,,,,,,,,,
2022,Aug,1,"$1,350 ","$1,350 ",$37 ,96.40%,1,0,1,9,0
2023,Aug,1,"$1,500 ","$1,500 ",$44 ,100.00%,29,23,1,11,23
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,,118
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,,MLS Summary Report,,
,,,,,,,,,,,Aug-23
Closed Listings by Area for: August 2023,,,,,,,,,,,
Rentals - Multifamily: All(New and Existing),,,,,,,,,,,
,,Closed,Average,Median,Price/,Close to,New,Active,Pending,,Months
Year,Month,Listings*,Price,Price,100 Sqft,OL Price,Listings,Listings,Listings,DOM,Inventory
Area: 24,,,,,,,,,,,
2022,Aug,3,"$1,420 ","$1,400 ",$23 ,100.00%,12,17,3,2,10.2
2023,Aug,3,"$1,667 ","$1,600 ",$63 ,97.30%,2,15,3,37,5.8
Area: 25,,,,,,,,,,,
2022,Aug,2,"$1,863 ","$1,863 ",$113 ,99.50%,3,3,3,12,1.7
Area: 26,,,,,,,,,,,
2022,Aug,1,$975 ,$975 ,$117 ,105.40%,1,4,1,146,2.7
2023,Aug,5,$925 ,$825 ,$77 ,97.90%,6,8,4,18,3.6
Area: 28,,,,,,,,,,,
2022,Aug,2,"$1,425 ","$1,425 ",$87 ,100.20%,6,3,2,8,1.2
2023,Aug,2,"$1,298 ","$1,298 ",$74 ,100.00%,41,64,1,24,48
Area: 30,,,,,,,,,,,
2023,Aug,4,"$1,238 ","$1,200 ",$114 ,98.70%,63,77,2,60,38.5
Area: 31,,,,,,,,,,,
2022,Aug,1,"$1,100 ","$1,100 ",$51 ,100.00%,3,2,2,96,1.3
2023,Aug,3,"$1,427 ","$1,240 ",$71 ,104.10%,9,52,2,40,4.9
Area: 33,,,,,,,,,,,
2022,Aug,19,"$1,296 ","$1,250 ",$145 ,96.70%,33,45,20,33,2.3
2023,Aug,40,"$1,167 ","$1,100 ",$131 ,99.10%,79,98,34,41,3.1
Area: 34,,,,,,,,,,,
2022,Aug,1,"$1,200 ","$1,200 ",$86 ,100.00%,1,2,0,10,2.7
2023,Aug,2,"$1,203 ","$1,203 ",$107 ,96.40%,3,2,1,52,1.4
Area: 35,,,,,,,,,,,
2022,Aug,1,"$1,100 ","$1,100 ",$0 ,88.00%,1,1,0,119,4
Area: 37,,,,,,,,,,,
2022,Aug,2,"$1,423 ","$1,423 ",$109 ,101.80%,1,1,2,33,3
Area: 38,,,,,,,,,,,
2022,Aug,1,"$1,400 ","$1,400 ",$112 ,100.00%,1,1,0,65,1.7
2023,Aug,4,"$1,369 ","$1,338 ",$110 ,101.60%,2,1,2,35,0.5
Area: 39,,,,,,,,,,,
2022,Aug,4,"$1,075 ","$1,063 ",$159 ,100.00%,4,3,4,12,1
2023,Aug,1,"$1,495 ","$1,495 ",$106 ,93.50%,2,8,1,77,2.8
Area: 40,,,,,,,,,,,
2022,Aug,1,"$1,640 ","$1,640 ",$122 ,99.40%,0,0,0,9,0
Area: 41,,,,,,,,,,,
2022,Aug,1,$645 ,$645 ,$20 ,103.20%,0,0,1,45,0
2023,Aug,1,$650 ,$650 ,$93 ,100.00%,2,0,2,4,0
Area: 42,,,,,,,,,,,
2023,Aug,1,$750 ,$750 ,$16 ,100.00%,0,2,1,30,8
Area: 43,,,,,,,,,,,
2022,Aug,9,"$1,111 ","$1,050 ",$125 ,100.00%,8,20,7,18,2.8
2023,Aug,5,$970 ,$800 ,$137 ,98.40%,5,12,4,77,2.1
Area: 44,,,,,,,,,,,
2022,Aug,6,$971 ,$988 ,$181 ,100.00%,4,3,5,45,2
2023,Aug,5,"$1,085 ","$1,150 ",$113 ,102.30%,0,2,4,48,1.3
Area: 51,,,,,,,,,,,
2022,Aug,3,$900 ,"$1,000 ",$75 ,103.50%,0,6,3,170,3
Area: 52,,,,,,,,,,,
2022,Aug,1,$950 ,$950 ,$127 ,100.00%,2,6,2,45,4.8
2023,Aug,4,"$1,224 ","$1,223 ",$119 ,100.00%,0,4,1,51,3
Area: 53,,,,,,,,,,,
2022,Aug,2,"$1,627 ","$1,627 ",$264 ,100.00%,0,8,2,147,10.7
2023,Aug,1,"$1,350 ","$1,350 ",$135 ,100.00%,1,0,1,3,0
Area: 54,,,,,,,,,,,
2022,Aug,1,$650 ,$650 ,$6 ,72.20%,0,1,1,95,6
Area: 57,,,,,,,,,,,
2022,Aug,3,"$1,483 ","$1,450 ",$103 ,101.90%,4,5,2,25,3
2023,Aug,7,"$1,395 ","$1,395 ",$154 ,99.50%,5,12,6,108,10.3
Area: 60,,,,,,,,,,,
2022,Aug,2,$915 ,$915 ,$90 ,100.00%,1,1,1,4,0.9
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,,119
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,,MLS Summary Report,,
,,,,,,,,,,,Aug-23
Closed Listings by Area for: August 2023,,,,,,,,,,,
Rentals - Multifamily: All(New and Existing),,,,,,,,,,,
,,Closed,Average,Median,Price/,Close to,New,Active,Pending,,Months
Year,Month,Listings*,Price,Price,100 Sqft,OL Price,Listings,Listings,Listings,DOM,Inventory
Area: 60,,,,,,,,,,,
2023,Aug,1,$950 ,$950 ,$101 ,100.00%,1,2,1,6,3.4
Area: 61,,,,,,,,,,,
2023,Aug,1,$725 ,$725 ,$23 ,96.70%,2,2,2,99,1.5
Area: 64,,,,,,,,,,,
2022,Aug,4,$638 ,$650 ,$131 ,98.60%,0,4,3,68,4.4
2023,Aug,1,$900 ,$900 ,$136 ,85.70%,1,2,1,27,2.2
* Closed listing counts are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,,120
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,,MLS Summary Report,,
,,,,,,,,,,,Aug-23
Closed Listings by Area for: August 2023,,,,,,,,,,,
Rentals - Multifamily: Existing Home,,,,,,,,,,,
,,Closed,Average,Median,Price/,Close to,New,Active,Pending,,Months
Year,Month,Listings*,Price,Price,100 Sqft,OL Price,Listings,Listings,Listings,DOM,Inventory
Area: 1,,,,,,,,,,,
2022,Aug,9,"$1,615 ","$1,800 ",$131 ,100.00%,13,39,9,18,15.6
2023,Aug,6,"$1,394 ","$1,566 ",$151 ,100.30%,5,39,10,29,4.6
Area: 2,,,,,,,,,,,
2022,Aug,24,"$1,064 ",$998 ,$111 ,97.70%,28,50,22,40,3.7
2023,Aug,27,"$1,145 ","$1,075 ",$123 ,97.80%,32,73,23,50,3.8
Area: 3,,,,,,,,,,,
2022,Aug,11,"$1,332 ","$1,250 ",$96 ,100.90%,18,32,14,25,3.3
2023,Aug,10,"$1,537 ","$1,475 ",$94 ,97.60%,18,38,13,47,2.6
Area: 4,,,,,,,,,,,
2022,Aug,46,"$1,051 ",$963 ,$106 ,96.90%,58,90,47,35,2.8
2023,Aug,57,"$1,105 ",$997 ,$106 ,97.60%,107,168,56,53,4.1
Area: 5,,,,,,,,,,,
2022,Aug,8,"$1,002 ",$875 ,$115 ,100.00%,13,29,10,28,4.6
2023,Aug,14,$843 ,$750 ,$115 ,88.00%,5,36,14,139,3.8
Area: 6,,,,,,,,,,,
2022,Aug,5,"$1,026 ",$900 ,$105 ,100.80%,6,13,5,33,4.1
2023,Aug,5,"$1,078 ","$1,100 ",$135 ,98.20%,3,5,6,35,1.3
Area: 7,,,,,,,,,,,
2022,Aug,2,"$1,138 ","$1,138 ",$123 ,99.10%,12,5,2,10,2.9
2023,Aug,3,"$1,283 ","$1,300 ",$137 ,98.90%,8,12,2,28,6.5
Area: 8,,,,,,,,,,,
2022,Aug,4,"$1,747 ","$1,763 ",$99 ,100.00%,2,4,3,36,3
2023,Aug,1,"$1,800 ","$1,800 ",$150 ,97.30%,2,1,1,35,0.9
Area: 9,,,,,,,,,,,
2022,Aug,46,"$1,416 ","$1,300 ",$167 ,99.00%,83,86,43,34,2.7
2023,Aug,43,"$1,341 ","$1,225 ",$155 ,100.50%,72,122,43,28,3
Area: 11,,,,,,,,,,,
2022,Aug,5,"$1,032 ",$894 ,$95 ,97.70%,5,10,3,29,2.8
Area: 12,,,,,,,,,,,
2023,Aug,2,"$1,135 ","$1,135 ",$82 ,100.00%,9,17,2,72,7.6
Area: 13,,,,,,,,,,,
2022,Aug,7,"$1,484 ","$1,415 ",$109 ,99.30%,17,14,7,6,10.5
2023,Aug,4,"$1,613 ","$1,650 ",$95 ,100.00%,17,70,5,14,31.1
Area: 14,,,,,,,,,,,
2022,Aug,1,"$1,350 ","$1,350 ",$152 ,100.00%,1,1,1,65,1
2023,Aug,2,"$1,138 ","$1,138 ",$86 ,93.50%,9,8,5,35,2.5
Area: 16,,,,,,,,,,,
2022,Aug,87,"$1,334 ","$1,295 ",$142 ,98.80%,95,138,88,35,2.1
2023,Aug,77,"$1,497 ","$1,300 ",$152 ,98.50%,162,218,63,37,3
Area: 17,,,,,,,,,,,
2022,Aug,31,"$1,412 ","$1,295 ",$116 ,99.00%,51,44,23,32,2.3
2023,Aug,33,"$1,457 ","$1,500 ",$151 ,102.50%,51,87,26,27,4.3
Area: 18,,,,,,,,,,,
2022,Aug,1,"$3,700 ","$3,700 ",$178 ,100.00%,1,0,1,15,0
Area: 19,,,,,,,,,,,
2022,Aug,2,"$1,173 ","$1,173 ",$123 ,100.00%,5,8,2,10,2.5
2023,Aug,12,"$1,251 ","$1,025 ",$132 ,98.10%,13,6,11,32,1.3
Area: 20,,,,,,,,,,,
2022,Aug,2,"$1,300 ","$1,300 ",$151 ,93.20%,3,7,4,52,4.9
2023,Aug,1,"$1,250 ","$1,250 ",$135 ,100.00%,6,3,1,10,1.7
Area: 21,,,,,,,,,,,
2023,Aug,1,"$1,550 ","$1,550 ",$97 ,100.00%,3,2,1,4,1.6
Area: 22,,,,,,,,,,,
2022,Aug,3,"$1,341 ","$1,300 ",$85 ,96.60%,5,8,2,27,7.4
2023,Aug,14,"$1,715 ","$1,717 ",$156 ,98.00%,9,18,12,39,5
Area: 23,,,,,,,,,,,
2022,Aug,1,"$1,350 ","$1,350 ",$37 ,96.40%,1,0,1,9,0
2023,Aug,1,"$1,500 ","$1,500 ",$44 ,100.00%,29,23,1,11,23
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,,121
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,,MLS Summary Report,,
,,,,,,,,,,,Aug-23
Closed Listings by Area for: August 2023,,,,,,,,,,,
Rentals - Multifamily: Existing Home,,,,,,,,,,,
,,Closed,Average,Median,Price/,Close to,New,Active,Pending,,Months
Year,Month,Listings*,Price,Price,100 Sqft,OL Price,Listings,Listings,Listings,DOM,Inventory
Area: 24,,,,,,,,,,,
2022,Aug,3,"$1,420 ","$1,400 ",$23 ,100.00%,11,12,3,2,7.6
2023,Aug,3,"$1,667 ","$1,600 ",$63 ,97.30%,2,10,3,37,3.9
Area: 25,,,,,,,,,,,
2022,Aug,2,"$1,863 ","$1,863 ",$113 ,99.50%,3,3,3,12,1.9
Area: 26,,,,,,,,,,,
2022,Aug,1,$975 ,$975 ,$117 ,105.40%,1,4,1,146,2.7
2023,Aug,5,$925 ,$825 ,$77 ,97.90%,4,6,4,18,2.7
Area: 28,,,,,,,,,,,
2022,Aug,2,"$1,425 ","$1,425 ",$87 ,100.20%,6,3,2,8,1.2
2023,Aug,2,"$1,298 ","$1,298 ",$74 ,100.00%,41,64,1,24,48
Area: 30,,,,,,,,,,,
2023,Aug,4,"$1,238 ","$1,200 ",$114 ,98.70%,6,11,2,60,5.5
Area: 31,,,,,,,,,,,
2022,Aug,1,"$1,100 ","$1,100 ",$51 ,100.00%,3,2,2,96,1.3
2023,Aug,3,"$1,427 ","$1,240 ",$71 ,104.10%,9,50,2,40,4.7
Area: 33,,,,,,,,,,,
2022,Aug,19,"$1,296 ","$1,250 ",$145 ,96.70%,33,45,20,33,2.3
2023,Aug,40,"$1,167 ","$1,100 ",$131 ,99.10%,75,94,34,41,3
Area: 34,,,,,,,,,,,
2022,Aug,1,"$1,200 ","$1,200 ",$86 ,100.00%,1,2,0,10,2.7
2023,Aug,2,"$1,203 ","$1,203 ",$107 ,96.40%,3,2,1,52,1.5
Area: 35,,,,,,,,,,,
2022,Aug,1,"$1,100 ","$1,100 ",$0 ,88.00%,1,1,0,119,4
Area: 37,,,,,,,,,,,
2022,Aug,2,"$1,423 ","$1,423 ",$109 ,101.80%,1,1,2,33,3
Area: 38,,,,,,,,,,,
2022,Aug,1,"$1,400 ","$1,400 ",$112 ,100.00%,1,1,0,65,2
2023,Aug,4,"$1,369 ","$1,338 ",$110 ,101.60%,2,1,2,35,0.6
Area: 39,,,,,,,,,,,
2022,Aug,4,"$1,075 ","$1,063 ",$159 ,100.00%,3,2,4,12,0.7
2023,Aug,1,"$1,495 ","$1,495 ",$106 ,93.50%,2,7,1,77,2.7
Area: 40,,,,,,,,,,,
2022,Aug,1,"$1,640 ","$1,640 ",$122 ,99.40%,0,0,0,9,0
Area: 41,,,,,,,,,,,
2022,Aug,1,$645 ,$645 ,$20 ,103.20%,0,0,1,45,0
2023,Aug,1,$650 ,$650 ,$93 ,100.00%,2,0,2,4,0
Area: 42,,,,,,,,,,,
2023,Aug,1,$750 ,$750 ,$16 ,100.00%,0,2,1,30,8
Area: 43,,,,,,,,,,,
2022,Aug,9,"$1,111 ","$1,050 ",$125 ,100.00%,8,20,7,18,2.9
2023,Aug,5,$970 ,$800 ,$137 ,98.40%,5,12,4,77,2.2
Area: 44,,,,,,,,,,,
2022,Aug,6,$971 ,$988 ,$181 ,100.00%,4,3,5,45,2
2023,Aug,5,"$1,085 ","$1,150 ",$113 ,102.30%,0,2,4,48,1.4
Area: 51,,,,,,,,,,,
2022,Aug,3,$900 ,"$1,000 ",$75 ,103.50%,0,6,3,170,3
Area: 52,,,,,,,,,,,
2022,Aug,1,$950 ,$950 ,$127 ,100.00%,2,6,2,45,4.8
2023,Aug,4,"$1,224 ","$1,223 ",$119 ,100.00%,0,3,1,51,2.3
Area: 53,,,,,,,,,,,
2023,Aug,1,"$1,350 ","$1,350 ",$135 ,100.00%,1,0,1,3,0
Area: 54,,,,,,,,,,,
2022,Aug,1,$650 ,$650 ,$6 ,72.20%,0,1,1,95,6
Area: 57,,,,,,,,,,,
2022,Aug,3,"$1,483 ","$1,450 ",$103 ,101.90%,4,5,2,25,3.2
Area: 60,,,,,,,,,,,
2022,Aug,2,$915 ,$915 ,$90 ,100.00%,1,1,1,4,0.9
2023,Aug,1,$950 ,$950 ,$101 ,100.00%,1,2,1,6,3.4
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,,122
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,,MLS Summary Report,,
,,,,,,,,,,,Aug-23
Closed Listings by Area for: August 2023,,,,,,,,,,,
Rentals - Multifamily: Existing Home,,,,,,,,,,,
,,Closed,Average,Median,Price/,Close to,New,Active,Pending,,Months
Year,Month,Listings*,Price,Price,100 Sqft,OL Price,Listings,Listings,Listings,DOM,Inventory
Area: 61,,,,,,,,,,,
2023,Aug,1,$725 ,$725 ,$23 ,96.70%,2,2,2,99,1.5
Area: 64,,,,,,,,,,,
2022,Aug,4,$638 ,$650 ,$131 ,98.60%,0,4,3,68,4.4
2023,Aug,1,$900 ,$900 ,$136 ,85.70%,1,2,1,27,2.2
* Closed listing counts are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,,123
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,,MLS Summary Report,,
,,,,,,,,,,,Aug-23
Closed Listings by Area for: August 2023,,,,,,,,,,,
Rentals - Multifamily: New Construction,,,,,,,,,,,
,,Closed,Average,Median,Price/,Close to,New,Active,Pending,,Months
Year,Month,Listings*,Price,Price,100 Sqft,OL Price,Listings,Listings,Listings,DOM,Inventory
Area: 2,,,,,,,,,,,
2022,Aug,8,"$1,349 ","$1,325 ",$122 ,98.30%,12,11,8,24,1.8
2023,Aug,11,"$1,549 ","$1,600 ",$122 ,100.30%,13,15,6,32,2.8
Area: 3,,,,,,,,,,,
2022,Aug,3,"$1,817 ","$1,850 ",$134 ,94.70%,17,17,3,40,4.6
2023,Aug,3,"$1,992 ","$1,850 ",$136 ,96.00%,11,19,2,54,3.5
Area: 4,,,,,,,,,,,
2023,Aug,3,"$1,965 ","$1,900 ",$192 ,100.00%,1,5,2,19,2.7
Area: 9,,,,,,,,,,,
2022,Aug,9,"$1,471 ","$1,440 ",$115 ,103.90%,0,7,6,98,2.7
2023,Aug,3,"$2,190 ","$2,150 ",$282 ,103.10%,1,6,5,22,3.6
Area: 11,,,,,,,,,,,
2022,Aug,1,"$1,700 ","$1,700 ",$139 ,100.00%,0,2,1,45,2.7
2023,Aug,2,"$2,098 ","$2,098 ",$174 ,87.40%,11,9,2,55,9
Area: 16,,,,,,,,,,,
2022,Aug,7,"$4,651 ","$3,774 ",$258 ,98.90%,10,32,7,93,48
2023,Aug,2,"$2,003 ","$2,003 ",$245 ,112.70%,1,11,3,32,6.6
Area: 17,,,,,,,,,,,
2023,Aug,4,"$1,406 ","$1,249 ",$28 ,94.20%,4,5,4,31,6.7
Area: 19,,,,,,,,,,,
2022,Aug,1,"$1,175 ","$1,175 ",$160 ,100.00%,0,9,0,47,13.5
Area: 53,,,,,,,,,,,
2022,Aug,2,"$1,627 ","$1,627 ",$264 ,100.00%,0,6,2,147,14.4
Area: 57,,,,,,,,,,,
2023,Aug,7,"$1,395 ","$1,395 ",$154 ,99.50%,2,6,6,108,9
* Closed listing counts are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,,124
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,,MLS Summary Report,,
,,,,,,,,,,,Aug-23
Closed Listings by Area for: August 2023,,,,,,,,,,,
Rentals - High Rise: All(New and Existing),,,,,,,,,,,
,,Closed,Average,Median,Price/,Close to,New,Active,Pending,,Months
Year,Month,Listings*,Price,Price,100 Sqft,OL Price,Listings,Listings,Listings,DOM,Inventory
Area: 2,,,,,,,,,,,
2022,Aug,1,"$1,150 ","$1,150 ",$120 ,100.00%,1,2,1,11,4
Area: 4,,,,,,,,,,,
2022,Aug,2,"$2,100 ","$2,100 ",$188 ,109.20%,2,2,3,7,2.4
2023,Aug,2,"$1,513 ","$1,513 ",$130 ,101.10%,5,9,2,16,4.7
Area: 9,,,,,,,,,,,
2022,Aug,11,"$1,944 ","$1,800 ",$180 ,92.90%,142,145,8,33,13.7
2023,Aug,5,"$2,206 ","$1,931 ",$192 ,97.20%,84,116,4,46,13.5
Area: 10,,,,,,,,,,,
2023,Aug,1,"$1,300 ","$1,300 ",$0 ,108.30%,0,0,0,5,0
Area: 11,,,,,,,,,,,
2023,Aug,2,"$1,050 ","$1,050 ",$26 ,100.00%,0,0,2,21,0
Area: 12,,,,,,,,,,,
2023,Aug,1,"$1,499 ","$1,499 ",$175 ,100.00%,5,5,1,50,30
Area: 13,,,,,,,,,,,
2023,Aug,1,"$3,500 ","$3,500 ",$195 ,83.30%,0,0,1,92,0
Area: 15,,,,,,,,,,,
2022,Aug,1,"$3,950 ","$3,950 ",$156 ,87.90%,2,0,2,9,0
Area: 16,,,,,,,,,,,
2022,Aug,29,"$3,500 ","$2,450 ",$251 ,97.20%,193,265,23,64,9.6
2023,Aug,46,"$2,364 ","$1,901 ",$241 ,99.90%,158,136,45,31,4.3
Area: 17,,,,,,,,,,,
2022,Aug,18,"$2,073 ","$1,875 ",$189 ,97.70%,70,191,14,24,17.8
2023,Aug,13,"$1,871 ","$1,500 ",$175 ,94.80%,39,275,14,44,24.6
Area: 19,,,,,,,,,,,
2023,Aug,2,"$1,288 ","$1,288 ",$169 ,100.00%,8,8,2,47,48
Area: 21,,,,,,,,,,,
2022,Aug,1,$975 ,$975 ,$112 ,100.00%,2,3,1,50,3
2023,Aug,1,"$1,250 ","$1,250 ",$130 ,100.00%,3,5,1,6,4.3
Area: 22,,,,,,,,,,,
2022,Aug,22,"$2,473 ","$2,331 ",$209 ,96.90%,126,157,26,51,8.4
2023,Aug,15,"$2,015 ","$2,000 ",$213 ,94.80%,59,102,11,46,5.3
Area: 23,,,,,,,,,,,
2023,Aug,1,"$2,150 ","$2,150 ",$209 ,130.30%,19,25,1,7,21.4
Area: 24,,,,,,,,,,,
2023,Aug,1,"$2,600 ","$2,600 ",$129 ,92.90%,1,1,0,48,6
Area: 28,,,,,,,,,,,
2022,Aug,1,"$1,200 ","$1,200 ",$0 ,98.00%,2,17,1,18,29.1
2023,Aug,1,"$1,750 ","$1,750 ",$103 ,100.00%,0,2,1,108,2.7
Area: 29,,,,,,,,,,,
2022,Aug,1,"$2,700 ","$2,700 ",$183 ,101.90%,0,4,1,201,3.7
2023,Aug,1,"$1,950 ","$1,950 ",$246 ,105.40%,3,6,1,33,4.2
Area: 31,,,,,,,,,,,
2023,Aug,2,"$1,321 ","$1,321 ",$153 ,100.00%,16,0,2,13,0
Area: 33,,,,,,,,,,,
2022,Aug,2,"$2,400 ","$2,400 ",$316 ,96.90%,33,70,3,30,33.6
Area: 39,,,,,,,,,,,
2023,Aug,1,"$3,100 ","$3,100 ",$230 ,93.90%,3,5,1,204,6
Area: 44,,,,,,,,,,,
2023,Aug,1,"$2,500 ","$2,500 ",$164 ,100.00%,1,0,1,3,0
* Closed listing counts are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,,125
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,,MLS Summary Report,,
,,,,,,,,,,,Aug-23
Closed Listings by Area for: August 2023,,,,,,,,,,,
Rentals - High Rise: Existing Home,,,,,,,,,,,
,,Closed,Average,Median,Price/,Close to,New,Active,Pending,,Months
Year,Month,Listings*,Price,Price,100 Sqft,OL Price,Listings,Listings,Listings,DOM,Inventory
Area: 2,,,,,,,,,,,
2022,Aug,1,"$1,150 ","$1,150 ",$120 ,100.00%,1,2,1,11,4
Area: 4,,,,,,,,,,,
2022,Aug,2,"$2,100 ","$2,100 ",$188 ,109.20%,2,2,3,7,2.4
2023,Aug,2,"$1,513 ","$1,513 ",$130 ,101.10%,5,9,2,16,4.7
Area: 9,,,,,,,,,,,
2022,Aug,10,"$1,929 ","$1,794 ",$184 ,92.10%,118,117,7,28,11.6
2023,Aug,5,"$2,206 ","$1,931 ",$192 ,97.20%,65,108,3,46,16.2
Area: 10,,,,,,,,,,,
2023,Aug,1,"$1,300 ","$1,300 ",$0 ,108.30%,0,0,0,5,0
Area: 11,,,,,,,,,,,
2023,Aug,2,"$1,050 ","$1,050 ",$26 ,100.00%,0,0,2,21,0
Area: 12,,,,,,,,,,,
2023,Aug,1,"$1,499 ","$1,499 ",$175 ,100.00%,5,5,1,50,30
Area: 13,,,,,,,,,,,
2023,Aug,1,"$3,500 ","$3,500 ",$195 ,83.30%,0,0,1,92,0
Area: 15,,,,,,,,,,,
2022,Aug,1,"$3,950 ","$3,950 ",$156 ,87.90%,2,0,2,9,0
Area: 16,,,,,,,,,,,
2022,Aug,23,"$3,635 ","$2,106 ",$247 ,97.90%,188,108,17,53,4.9
2023,Aug,46,"$2,364 ","$1,901 ",$241 ,99.90%,136,135,45,31,4.3
Area: 17,,,,,,,,,,,
2022,Aug,18,"$2,073 ","$1,875 ",$189 ,97.70%,70,190,14,24,17.7
2023,Aug,13,"$1,871 ","$1,500 ",$175 ,94.80%,39,275,14,44,24.6
Area: 21,,,,,,,,,,,
2022,Aug,1,$975 ,$975 ,$112 ,100.00%,2,3,1,50,3
2023,Aug,1,"$1,250 ","$1,250 ",$130 ,100.00%,3,5,1,6,4.3
Area: 22,,,,,,,,,,,
2022,Aug,22,"$2,473 ","$2,331 ",$209 ,96.90%,115,156,26,51,8.4
2023,Aug,15,"$2,015 ","$2,000 ",$213 ,94.80%,59,101,11,46,5.3
Area: 23,,,,,,,,,,,
2023,Aug,1,"$2,150 ","$2,150 ",$209 ,130.30%,19,25,1,7,21.4
Area: 24,,,,,,,,,,,
2023,Aug,1,"$2,600 ","$2,600 ",$129 ,92.90%,1,1,0,48,12
Area: 28,,,,,,,,,,,
2022,Aug,1,"$1,200 ","$1,200 ",$0 ,98.00%,2,14,1,18,84
2023,Aug,1,"$1,750 ","$1,750 ",$103 ,100.00%,0,0,1,108,0
Area: 29,,,,,,,,,,,
2022,Aug,1,"$2,700 ","$2,700 ",$183 ,101.90%,0,4,1,201,3.7
2023,Aug,1,"$1,950 ","$1,950 ",$246 ,105.40%,3,6,1,33,4.2
Area: 31,,,,,,,,,,,
2023,Aug,2,"$1,321 ","$1,321 ",$153 ,100.00%,16,0,2,13,0
Area: 33,,,,,,,,,,,
2022,Aug,2,"$2,400 ","$2,400 ",$316 ,96.90%,33,70,3,30,33.6
Area: 39,,,,,,,,,,,
2023,Aug,1,"$3,100 ","$3,100 ",$230 ,93.90%,3,5,1,204,6
Area: 44,,,,,,,,,,,
2023,Aug,1,"$2,500 ","$2,500 ",$164 ,100.00%,1,0,1,3,0
* Closed listing counts are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,,126
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,,MLS Summary Report,,
,,,,,,,,,,,Aug-23
Closed Listings by Area for: August 2023,,,,,,,,,,,
Rentals - High Rise: New Construction,,,,,,,,,,,
,,Closed,Average,Median,Price/,Close to,New,Active,Pending,,Months
Year,Month,Listings*,Price,Price,100 Sqft,OL Price,Listings,Listings,Listings,DOM,Inventory
Area: 9,,,,,,,,,,,
2022,Aug,1,"$2,100 ","$2,100 ",$158 ,100.00%,24,28,1,84,56
Area: 16,,,,,,,,,,,
2022,Aug,6,"$2,983 ","$3,115 ",$275 ,94.80%,5,157,6,106,28.1
Area: 19,,,,,,,,,,,
2023,Aug,2,"$1,288 ","$1,288 ",$169 ,100.00%,8,8,2,47,48
* Closed listing counts are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,,127
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,,MLS Summary Report,,
,,,,,,,,,,,Aug-23
Closed Listings by Area for: August 2023,,,,,,,,,,,
Single Family: All(New and Existing),,,,,,,,,,,
,,Closed,Average,Median,Price/,Close to,New,Active,Pending,,Months
Year,Month,Listings*,Price,Price,Sqft,OL Price,Listings,Listings,Listings,DOM,Inventory
Area: 1,,,,,,,,,,,
2022,YTD,"2,472","$349,653 ","$318,000 ",$144 ,99.50%,"3,209",393,"2,402",31,1.9
2023,YTD,"1,844","$350,688 ","$315,000 ",$145 ,95.70%,"3,074",600,"2,033",50,3.5
Area: 2,,,,,,,,,,,
2022,YTD,"2,518","$239,614 ","$237,500 ",$140 ,98.30%,"3,648",575,"2,495",38,2.6
2023,YTD,"2,259","$237,175 ","$235,000 ",$141 ,94.40%,"3,739",850,"2,423",51,3.5
Area: 3,,,,,,,,,,,
